Date,VIX_Close,SPX_Close,SPX_DailyReturn
1990/06/19,15.23,358.47,0.45
1990/06/20,15.27,359.1,0.18
1990/06/21,14.72,360.47,0.38
1990/06/22,19.36,355.43,-1.4
1990/06/25,17.06,352.31,-0.88
1990/06/26,16.29,352.06,-0.07
1990/06/27,16,355.14,0.87
1990/06/28,16.18,357.63,0.7
1990/06/29,15.5,358.02,0.11
1990/07/01,21.11,,
1990/07/02,16.26,359.54,0.42
1990/07/03,16.11,360.16,0.17
1990/07/05,17.25,355.68,-1.24
1990/07/06,16.41,358.42,0.77
1990/07/09,16.66,359.52,0.31
1990/07/10,16.92,356.49,-0.84
1990/07/11,16.68,361.23,1.33
1990/07/12,17.06,365.44,1.17
1990/07/13,17.09,367.31,0.51
1990/07/16,16.75,368.95,0.45
1990/07/17,16.66,367.52,-0.39
1990/07/18,18.9,364.22,-0.9
1990/07/19,18.56,365.32,0.3
1990/07/20,15.63,361.61,-1.02
1990/07/23,23.68,355.31,-1.74
1990/07/24,21.79,355.79,0.14
1990/07/25,20.19,357.09,0.37
1990/07/26,20.26,355.91,-0.33
1990/07/27,21.12,353.44,-0.69
1990/07/30,21.16,355.55,0.6
1990/07/31,21.11,356.15,0.17
1990/08/01,21.64,355.52,-0.18
1990/08/02,20.43,351.48,-1.14
1990/08/03,28.74,344.86,-1.88
1990/08/06,35.91,334.43,-3.02
1990/08/07,32.75,334.83,0.12
1990/08/08,28.27,338.35,1.05
1990/08/09,24.39,339.94,0.47
1990/08/10,25.75,335.52,-1.3
1990/08/13,25.74,338.84,0.99
1990/08/14,24.18,339.39,0.16
1990/08/15,23.31,340.06,0.2
1990/08/16,27.16,332.39,-2.26
1990/08/17,27.53,327.83,-1.37
1990/08/20,26.46,328.51,0.21
1990/08/21,28.9,321.86,-2.02
1990/08/22,30.55,316.55,-1.65
1990/08/23,36.47,307.06,-3
1990/08/24,33.93,311.51,1.45
1990/08/27,29.63,321.44,3.19
1990/08/28,29.12,321.34,-0.03
1990/08/29,27.38,324.19,0.89
1990/08/30,29.89,318.71,-1.69
1990/08/31,29.9,322.56,1.21
1990/09/01,29.11,322.22,-0.11
1990/09/04,29.58,323.09,0.16
1990/09/05,28.52,324.39,0.4
1990/09/06,30.19,320.46,-1.21
1990/09/07,28.73,323.4,0.92
1990/09/10,29.34,321.63,-0.55
1990/09/11,28.38,321.04,-0.18
1990/09/12,28.12,322.54,0.47
1990/09/13,29.33,318.65,-1.21
1990/09/14,30.56,316.83,-0.57
1990/09/17,29.55,317.77,0.3
1990/09/18,28.82,318.6,0.26
1990/09/19,27.88,316.6,-0.63
1990/09/20,28.66,311.48,-1.62
1990/09/21,30.04,311.32,-0.05
1990/09/24,30.56,304.59,-2.16
1990/09/25,28.81,308.26,1.2
1990/09/26,28.19,305.06,-1.04
1990/09/27,28.67,300.97,-1.34
1990/09/28,29.11,306.05,1.69
1990/10/01,28.06,314.94,2.9
1990/10/02,27.28,315.21,0.09
1990/10/03,27.9,311.4,-1.21
1990/10/04,27.51,312.69,0.41
1990/10/05,27.85,311.5,-0.38
1990/10/08,28.04,313.48,0.64
1990/10/09,30.71,305.1,-2.67
1990/10/10,31.19,300.39,-1.54
1990/10/11,33.98,295.46,-1.64
1990/10/12,31.94,300.03,1.55
1990/10/15,31.64,303.23,1.07
1990/10/16,31.45,298.92,-1.42
1990/10/17,31.37,298.76,-0.05
1990/10/18,29.6,305.74,2.34
1990/10/19,27.86,312.48,2.2
1990/10/22,27.27,314.76,0.73
1990/10/23,27.57,312.36,-0.76
1990/10/24,28.28,312.6,0.08
1990/10/25,29.04,310.17,-0.78
1990/10/26,30.75,304.71,-1.76
1990/10/29,31.54,301.88,-0.93
1990/10/30,30.52,304.06,0.72
1990/10/31,30.04,304,-0.02
1990/11/01,30.25,307.02,0.99
1990/11/02,30.03,311.85,1.57
1990/11/05,29.85,314.59,0.88
1990/11/06,29.11,311.62,-0.94
1990/11/07,30.87,306.01,-1.8
1990/11/08,30.79,307.61,0.52
1990/11/09,26.96,313.74,1.99
1990/11/12,25.6,319.48,1.83
1990/11/13,24.58,317.67,-0.57
1990/11/14,22.89,320.4,0.86
1990/11/15,22.57,317.02,-1.05
1990/11/16,21.34,317.12,0.03
1990/11/19,20.95,319.34,0.7
1990/11/20,20.09,315.31,-1.26
1990/11/21,21.09,316.03,0.23
1990/11/23,20.98,315.1,-0.29
1990/11/26,22.76,316.51,0.45
1990/11/27,22.86,318.1,0.5
1990/11/28,22.96,317.95,-0.05
1990/11/29,23.91,316.42,-0.48
1990/11/30,22.16,322.22,1.83
1990/12/01,26.38,367.07,13.92
1990/12/03,22.29,324.1,0.58
1990/12/04,22.03,326.35,0.69
1990/12/05,20.94,329.92,1.09
1990/12/06,22.62,329.07,-0.26
1990/12/07,22.59,327.75,-0.4
1990/12/10,23.58,328.89,0.35
1990/12/11,23.75,326.44,-0.74
1990/12/12,21.28,330.19,1.15
1990/12/13,23.05,329.34,-0.26
1990/12/14,23.85,326.82,-0.77
1990/12/17,24.85,326.02,-0.24
1990/12/18,23.11,330.05,1.24
1990/12/19,23.08,330.2,0.05
1990/12/20,23.13,330.12,-0.02
1990/12/21,22.66,331.75,0.49
1990/12/24,24.03,329.9,-0.56
1990/12/26,24.18,330.85,0.29
1990/12/27,24.81,328.29,-0.77
1990/12/28,25.05,328.72,0.13
1990/12/31,26.38,330.22,0.46
1991/01/01,20.91,,
1991/01/02,26.62,326.45,-1.14
1991/01/03,27.93,321.91,-1.39
1991/01/04,27.19,321,-0.28
1991/01/07,28.95,315.44,-1.73
1991/01/08,30.38,314.9,-0.17
1991/01/09,33.3,311.49,-1.08
1991/01/10,31.33,314.53,0.98
1991/01/11,32.63,315.23,0.22
1991/01/14,36.2,312.49,-0.87
1991/01/15,36.16,313.73,0.4
1991/01/16,33.2,316.17,0.78
1991/01/17,27.45,327.97,3.73
1991/01/18,25.39,332.23,1.3
1991/01/21,24.33,331.06,-0.35
1991/01/22,24.9,328.31,-0.83
1991/01/23,23.92,330.21,0.58
1991/01/24,22.86,334.78,1.38
1991/01/25,22.2,336.07,0.39
1991/01/28,23.05,336.03,-0.01
1991/01/29,23.17,335.84,-0.06
1991/01/30,21.37,340.91,1.51
1991/01/31,20.91,343.93,0.89
1991/02/01,21.04,343.05,-0.26
1991/02/04,21.86,348.34,1.54
1991/02/05,21.46,351.26,0.84
1991/02/06,22.68,358.07,1.94
1991/02/07,23.6,356.52,-0.43
1991/02/08,23.38,359.35,0.79
1991/02/11,22.56,368.58,2.57
1991/02/12,22.26,365.5,-0.84
1991/02/13,20.86,369.02,0.96
1991/02/14,21.48,364.22,-1.3
1991/02/15,19.57,369.06,1.33
1991/02/19,19.84,369.39,0.09
1991/02/20,22.26,365.14,-1.15
1991/02/21,20.78,364.97,-0.05
1991/02/22,21.01,365.65,0.19
1991/02/25,22.86,367.26,0.44
1991/02/26,20.38,362.81,-1.21
1991/02/27,21.26,367.74,1.36
1991/02/28,21.23,367.07,-0.18
1991/03/01,21.23,370.47,0.93
1991/03/04,20.86,369.33,-0.31
1991/03/05,20.45,376.72,2
1991/03/06,20.55,376.17,-0.15
1991/03/07,21.05,375.91,-0.07
1991/03/08,20.81,374.95,-0.26
1991/03/11,20.88,372.96,-0.53
1991/03/12,18.82,370.03,-0.79
1991/03/13,16.09,374.57,1.23
1991/03/14,14.94,373.5,-0.29
1991/03/15,14.9,373.59,0.02
1991/03/18,15.79,372.11,-0.4
1991/03/19,16.11,366.59,-1.48
1991/03/20,16.04,367.92,0.36
1991/03/21,16.86,366.58,-0.36
1991/03/22,16.49,367.48,0.25
1991/03/25,16.76,369.83,0.64
1991/03/26,16.31,376.3,1.75
1991/03/27,16.55,375.35,-0.25
1991/03/28,16.88,375.22,-0.03
1991/04/01,17.42,371.3,-1.04
1991/04/02,17.4,379.5,2.21
1991/04/03,17.61,378.94,-0.15
1991/04/04,18.01,379.77,0.22
1991/04/05,17.63,375.36,-1.16
1991/04/08,17.41,378.66,0.88
1991/04/09,20.12,373.56,-1.35
1991/04/10,19.73,373.15,-0.11
1991/04/11,17.24,377.63,1.2
1991/04/12,18.45,380.4,0.73
1991/04/15,16.5,381.19,0.21
1991/04/16,15.82,387.62,1.69
1991/04/17,15.47,390.45,0.73
1991/04/18,16.26,388.46,-0.51
1991/04/19,15.68,384.2,-1.1
1991/04/22,16.78,380.95,-0.85
1991/04/23,17.02,381.76,0.21
1991/04/24,16.72,382.76,0.26
1991/04/25,17.15,379.25,-0.92
1991/04/26,17.27,379.02,-0.06
1991/04/29,18.27,373.66,-1.41
1991/04/30,18.24,375.34,0.45
1991/05/01,17.77,380.29,1.32
1991/05/02,17.52,380.52,0.06
1991/05/03,17.24,380.8,0.07
1991/05/06,17.92,380.08,-0.19
1991/05/07,17.46,377.32,-0.73
1991/05/08,17.78,378.51,0.32
1991/05/09,17.17,383.25,1.25
1991/05/10,17.54,375.74,-1.96
1991/05/13,17.66,376.76,0.27
1991/05/14,18,371.62,-1.36
1991/05/15,18.38,368.57,-0.82
1991/05/16,17.24,372.19,0.98
1991/05/17,16.64,372.39,0.05
1991/05/20,17.1,372.28,-0.03
1991/05/21,16.07,375.35,0.82
1991/05/22,16.16,376.19,0.22
1991/05/23,16.11,374.96,-0.33
1991/05/24,15.23,377.49,0.67
1991/05/28,15.67,381.94,1.18
1991/05/29,15.9,382.79,0.22
1991/05/30,16.02,386.96,1.09
1991/05/31,15.93,389.83,0.74
1991/06/01,19.55,395.43,1.44
1991/06/03,16.87,388.06,-0.45
1991/06/04,16.17,387.74,-0.08
1991/06/05,16.4,385.09,-0.68
1991/06/06,16.93,383.63,-0.38
1991/06/07,16.98,379.43,-1.09
1991/06/10,17.47,378.57,-0.23
1991/06/11,17.32,381.05,0.66
1991/06/12,17.72,376.65,-1.15
1991/06/13,16.99,377.63,0.26
1991/06/14,15.98,382.29,1.23
1991/06/17,15.5,380.13,-0.57
1991/06/18,16.14,378.59,-0.41
1991/06/19,17.44,375.09,-0.92
1991/06/20,16.75,375.42,0.09
1991/06/21,16.51,377.75,0.62
1991/06/24,18.28,370.94,-1.8
1991/06/25,17.85,370.65,-0.08
1991/06/26,17.98,371.59,0.25
1991/06/27,17.87,374.4,0.76
1991/06/28,19.55,371.16,-0.87
1991/07/01,18.64,377.92,1.82
1991/07/02,17.63,377.47,-0.12
1991/07/03,19.47,373.33,-1.1
1991/07/05,18.35,374.08,0.2
1991/07/08,20.29,377.94,1.03
1991/07/09,19.76,376.11,-0.48
1991/07/10,19.19,375.74,-0.1
1991/07/11,17.39,376.97,0.33
1991/07/12,18.29,380.25,0.87
1991/07/15,17.78,382.39,0.56
1991/07/16,17.49,381.54,-0.22
1991/07/17,17.52,381.18,-0.09
1991/07/18,15.77,385.37,1.1
1991/07/19,15.5,384.22,-0.3
1991/07/22,16.9,382.88,-0.35
1991/07/23,16.58,379.42,-0.9
1991/07/24,16.41,378.64,-0.21
1991/07/25,15.74,380.96,0.61
1991/07/26,15.45,380.93,-0.01
1991/07/29,15.67,383.15,0.58
1991/07/30,15.47,386.69,0.92
1991/07/31,15.18,387.81,0.29
1991/08/01,15.47,387.12,-0.18
1991/08/02,15.26,387.18,0.02
1991/08/05,15.92,385.06,-0.55
1991/08/06,15.54,390.62,1.44
1991/08/07,15.56,390.56,-0.02
1991/08/08,15.98,389.32,-0.32
1991/08/09,15.45,387.12,-0.57
1991/08/12,15.26,388.02,0.23
1991/08/13,14.73,389.62,0.41
1991/08/14,15.09,389.9,0.07
1991/08/15,15.19,389.33,-0.15
1991/08/16,16.01,385.58,-0.96
1991/08/19,21.19,376.47,-2.36
1991/08/20,18.86,379.43,0.79
1991/08/21,15.62,390.59,2.94
1991/08/22,14.59,391.33,0.19
1991/08/23,14.41,394.17,0.73
1991/08/26,14.81,393.85,-0.08
1991/08/27,15.46,393.06,-0.2
1991/08/28,15.31,396.64,0.91
1991/08/29,14.82,396.47,-0.04
1991/08/30,14.46,395.43,-0.26
1991/09/01,15.85,375.22,-5.11
1991/09/03,16.57,392.15,-0.83
1991/09/04,17.18,389.97,-0.56
1991/09/05,17.31,389.14,-0.21
1991/09/06,16.76,389.1,-0.01
1991/09/09,17.73,388.57,-0.14
1991/09/10,18.22,384.56,-1.03
1991/09/11,17.96,385.09,0.14
1991/09/12,16.21,387.34,0.58
1991/09/13,17.88,383.59,-0.97
1991/09/16,17.82,385.78,0.57
1991/09/17,17.68,385.5,-0.07
1991/09/18,17.56,386.94,0.37
1991/09/19,17.56,387.56,0.16
1991/09/20,17.08,387.92,0.09
1991/09/23,16.38,385.92,-0.52
1991/09/24,16.04,387.71,0.46
1991/09/25,15.68,386.88,-0.21
1991/09/26,15.35,386.49,-0.1
1991/09/27,16.31,385.9,-0.15
1991/09/30,15.85,387.86,0.51
1991/10/01,14.81,389.2,0.35
1991/10/02,15.81,388.26,-0.24
1991/10/03,17.04,384.47,-0.98
1991/10/04,15.63,381.25,-0.84
1991/10/07,18.58,379.5,-0.46
1991/10/08,17.81,380.67,0.31
1991/10/09,18.54,376.8,-1.02
1991/10/10,17.8,380.55,1
1991/10/11,17.6,381.45,0.24
1991/10/14,16.71,386.47,1.32
1991/10/15,16.22,391.01,1.17
1991/10/16,14.85,392.8,0.46
1991/10/17,16.32,391.92,-0.22
1991/10/18,15.87,392.5,0.15
1991/10/21,16.66,390.02,-0.63
1991/10/22,16.55,387.83,-0.56
1991/10/23,16.26,387.94,0.03
1991/10/24,15.62,385.07,-0.74
1991/10/25,15.75,384.2,-0.23
1991/10/28,15.45,389.52,1.38
1991/10/29,15.55,391.48,0.5
1991/10/30,15.46,392.96,0.38
1991/10/31,15.48,392.45,-0.13
1991/11/01,15.6,391.32,-0.29
1991/11/04,16.35,390.28,-0.27
1991/11/05,16.48,388.71,-0.4
1991/11/06,16.47,389.97,0.32
1991/11/07,15.97,393.72,0.96
1991/11/08,15.43,392.89,-0.21
1991/11/11,14.89,393.12,0.06
1991/11/12,14.04,396.74,0.92
1991/11/13,13.95,397.41,0.17
1991/11/14,13.96,397.15,-0.07
1991/11/15,21.18,382.62,-3.66
1991/11/18,18.28,385.24,0.68
1991/11/19,20.34,379.42,-1.51
1991/11/20,20.4,378.53,-0.23
1991/11/21,19.11,380.06,0.4
1991/11/22,21.2,376.14,-1.03
1991/11/25,21.92,375.34,-0.21
1991/11/26,19.8,377.96,0.7
1991/11/27,19.84,376.55,-0.37
1991/11/29,20.26,375.22,-0.35
1991/12/01,19.31,412.7,9.99
1991/12/02,20.18,381.4,1.65
1991/12/03,19.7,380.96,-0.12
1991/12/04,19.54,380.07,-0.23
1991/12/05,20.19,377.39,-0.71
1991/12/06,19.04,379.1,0.45
1991/12/09,19.74,378.26,-0.22
1991/12/10,19.89,377.9,-0.1
1991/12/11,20.57,377.7,-0.05
1991/12/12,19.08,381.55,1.02
1991/12/13,17.88,384.47,0.77
1991/12/16,17.62,384.46,0
1991/12/17,18.12,382.74,-0.45
1991/12/18,17.78,383.48,0.19
1991/12/19,17.96,382.52,-0.25
1991/12/20,17.65,387.04,1.18
1991/12/23,16.61,396.82,2.53
1991/12/24,15.67,399.33,0.63
1991/12/26,15.44,404.84,1.38
1991/12/27,15.7,406.46,0.4
1991/12/30,17.63,415.14,2.14
1991/12/31,19.31,417.09,0.47
1992/01/01,17.4,,
1992/01/02,18.95,417.26,0.04
1992/01/03,18.75,419.34,0.5
1992/01/06,18.96,417.96,-0.33
1992/01/07,19.23,417.4,-0.13
1992/01/08,18.72,418.1,0.17
1992/01/09,18.96,417.61,-0.12
1992/01/10,18.45,415.1,-0.6
1992/01/13,18.01,414.34,-0.18
1992/01/14,17.01,420.44,1.47
1992/01/15,17.39,420.77,0.08
1992/01/16,17.64,418.21,-0.61
1992/01/17,16.32,418.86,0.16
1992/01/20,16.42,416.36,-0.6
1992/01/21,17.92,412.64,-0.89
1992/01/22,16.75,418.13,1.33
1992/01/23,16.46,414.96,-0.76
1992/01/24,16.24,415.48,0.13
1992/01/27,16.67,414.99,-0.12
1992/01/28,17.67,414.96,-0.01
1992/01/29,17.62,410.34,-1.11
1992/01/30,17.49,411.62,0.31
1992/01/31,17.4,408.78,-0.69
1992/02/01,16.68,,
1992/02/03,18.2,409.53,0.18
1992/02/04,17.96,413.85,1.05
1992/02/05,18.22,413.84,0
1992/02/06,18.79,413.82,0
1992/02/07,18.51,411.09,-0.66
1992/02/10,18.56,413.77,0.65
1992/02/11,17.7,413.76,0
1992/02/12,17.37,417.13,0.81
1992/02/13,17.45,413.69,-0.82
1992/02/14,17.03,412.48,-0.29
1992/02/18,18.22,407.38,-1.24
1992/02/19,17.16,408.26,0.22
1992/02/20,16.72,413.9,1.38
1992/02/21,16.87,411.43,-0.6
1992/02/24,17.13,412.27,0.2
1992/02/25,16.35,410.45,-0.44
1992/02/26,16.64,415.35,1.19
1992/02/27,16.51,413.86,-0.36
1992/02/28,16.68,412.7,-0.28
1992/03/01,16.18,415.35,0.64
1992/03/02,16.88,412.45,-0.06
1992/03/03,17.26,412.85,0.1
1992/03/04,17.89,409.33,-0.85
1992/03/05,18.47,406.51,-0.69
1992/03/06,19.75,404.44,-0.51
1992/03/09,19.68,405.21,0.19
1992/03/10,18.68,406.89,0.41
1992/03/11,19.79,404.03,-0.7
1992/03/12,19.72,403.89,-0.03
1992/03/13,18.35,405.84,0.48
1992/03/16,18.46,406.39,0.14
1992/03/17,16.79,409.58,0.78
1992/03/18,16.69,409.15,-0.1
1992/03/19,16.52,409.8,0.16
1992/03/20,16.82,411.3,0.37
1992/03/23,16.73,409.91,-0.34
1992/03/24,16.32,408.88,-0.25
1992/03/25,16.19,407.52,-0.33
1992/03/26,16.29,407.86,0.08
1992/03/27,16.02,403.5,-1.07
1992/03/30,15.97,403,-0.12
1992/03/31,16.18,403.69,0.17
1992/04/01,16.48,404.23,0.13
1992/04/02,17.06,400.5,-0.92
1992/04/03,16.72,401.55,0.26
1992/04/06,16.72,405.59,1.01
1992/04/07,18.81,398.06,-1.86
1992/04/08,20.15,394.5,-0.89
1992/04/09,17.89,400.64,1.56
1992/04/10,16.85,404.29,0.91
1992/04/13,16.99,406.08,0.44
1992/04/14,15.98,412.39,1.55
1992/04/15,15.15,416.28,0.94
1992/04/16,14.85,416.04,-0.06
1992/04/20,15.93,410.18,-1.41
1992/04/21,16.53,410.26,0.02
1992/04/22,15.96,409.81,-0.11
1992/04/23,15.83,411.6,0.44
1992/04/24,15.71,409.02,-0.63
1992/04/27,16.49,408.45,-0.14
1992/04/28,16.24,409.11,0.16
1992/04/29,15.95,412.02,0.71
1992/04/30,15.53,414.95,0.71
1992/05/01,16.61,412.53,-0.58
1992/05/04,16.92,416.91,1.06
1992/05/05,16.66,416.84,-0.02
1992/05/06,16.81,416.79,-0.01
1992/05/07,16.54,415.85,-0.23
1992/05/08,15.65,416.05,0.05
1992/05/11,15.17,418.49,0.59
1992/05/12,15.68,416.29,-0.53
1992/05/13,15.19,416.45,0.04
1992/05/14,15.49,413.14,-0.79
1992/05/15,14.82,410.09,-0.74
1992/05/18,14.62,412.81,0.66
1992/05/19,13.57,416.37,0.86
1992/05/20,13.62,415.39,-0.24
1992/05/21,13.92,412.6,-0.67
1992/05/22,13.73,414.02,0.34
1992/05/26,14.92,411.41,-0.63
1992/05/27,13.99,412.17,0.18
1992/05/28,13.77,416.74,1.11
1992/05/29,13.86,415.35,-0.33
1992/06/01,14.43,417.3,0.47
1992/06/02,14.57,413.5,-0.91
1992/06/03,14.35,414.59,0.26
1992/06/04,13.66,413.26,-0.32
1992/06/05,14.65,413.48,0.05
1992/06/08,15.19,413.36,-0.03
1992/06/09,15.97,410.06,-0.8
1992/06/10,16.62,407.25,-0.69
1992/06/11,16.29,409.05,0.44
1992/06/12,14.95,409.76,0.17
1992/06/15,14.76,410.29,0.13
1992/06/16,15.22,408.32,-0.48
1992/06/17,18.08,402.26,-1.48
1992/06/18,18.2,400.96,-0.32
1992/06/19,16.31,403.67,0.68
1992/06/22,16.66,403.4,-0.07
1992/06/23,14.53,404.04,0.16
1992/06/24,14.4,403.84,-0.05
1992/06/25,14.4,403.12,-0.18
1992/06/26,14.67,403.45,0.08
1992/06/29,13.21,408.94,1.36
1992/06/30,13.35,408.14,-0.2
1992/07/01,13.34,412.88,1.16
1992/07/02,13.88,411.77,-0.27
1992/07/06,14.87,413.84,0.5
1992/07/07,15.83,409.16,-1.13
1992/07/08,15.53,410.28,0.27
1992/07/09,14.6,414.23,0.96
1992/07/10,13.7,414.62,0.09
1992/07/13,14.01,414.87,0.06
1992/07/14,13.5,417.68,0.68
1992/07/15,12.52,417.1,-0.14
1992/07/16,12.27,417.54,0.11
1992/07/17,12.6,415.62,-0.46
1992/07/20,12.66,413.75,-0.45
1992/07/21,12.6,413.76,0
1992/07/22,13.57,410.93,-0.68
1992/07/23,13.33,412.08,0.28
1992/07/24,13.37,411.6,-0.12
1992/07/27,13.9,411.54,-0.01
1992/07/28,13.05,417.52,1.45
1992/07/29,13.44,422.23,1.13
1992/07/30,13.5,423.92,0.4
1992/07/31,13.17,424.21,0.07
1992/08/01,13.58,,
1992/08/03,13.83,425.09,0.21
1992/08/04,13.58,424.36,-0.17
1992/08/05,13.82,422.19,-0.51
1992/08/06,14.23,420.59,-0.38
1992/08/07,13.94,418.88,-0.41
1992/08/10,14.51,419.42,0.13
1992/08/11,15.09,418.9,-0.12
1992/08/12,14.88,417.78,-0.27
1992/08/13,15.34,417.73,-0.01
1992/08/14,14.66,419.91,0.52
1992/08/17,14.61,420.74,0.2
1992/08/18,13.84,421.34,0.14
1992/08/19,14.35,418.19,-0.75
1992/08/20,14.48,418.26,0.02
1992/08/21,15.01,414.85,-0.82
1992/08/24,16.19,410.72,-1
1992/08/25,15.62,411.61,0.22
1992/08/26,14.5,413.51,0.46
1992/08/27,13.66,413.53,0
1992/08/28,13.14,414.84,0.32
1992/08/31,13.58,414.03,-0.2
1992/09/01,13.4,416.07,0.49
1992/09/02,12.73,417.98,0.46
1992/09/03,12.88,417.98,0
1992/09/04,12.98,417.08,-0.22
1992/09/08,13.65,414.44,-0.63
1992/09/09,13.36,416.36,0.46
1992/09/10,12.92,419.95,0.86
1992/09/11,12.47,419.58,-0.09
1992/09/14,13,425.27,1.36
1992/09/15,13.63,419.77,-1.29
1992/09/16,14.72,419.92,0.04
1992/09/17,14.31,419.93,0
1992/09/18,13.74,422.93,0.71
1992/09/21,13.45,422.14,-0.19
1992/09/22,13.88,417.14,-1.18
1992/09/23,13.83,417.44,0.07
1992/09/24,13.44,418.47,0.25
1992/09/25,14.8,414.35,-0.98
1992/09/28,15.19,416.62,0.55
1992/09/29,14.97,416.8,0.04
1992/09/30,14.28,417.8,0.24
1992/10/01,16.31,416.29,-0.36
1992/10/02,17.79,410.47,-1.4
1992/10/05,20.01,407.57,-0.71
1992/10/06,19.95,407.18,-0.1
1992/10/07,21.02,404.25,-0.72
1992/10/08,19.26,407.75,0.87
1992/10/09,20.51,402.66,-1.25
1992/10/12,19.49,407.44,1.19
1992/10/13,17.9,409.3,0.46
1992/10/14,18.42,409.37,0.02
1992/10/15,17.11,409.6,0.06
1992/10/16,17.01,411.73,0.52
