Date,FearGreedIndex,Source,SPX_Close,SPX_DailyReturn
2010/05/03,45,estimated_from_chart_image,1202.26,1.3121
2010/05/04,,,1173.6,-2.3838
2010/05/05,,,1165.87,-0.6587
2010/05/06,,,1128.15,-3.2353
2010/05/07,,,1110.88,-1.5308
2010/05/10,25,estimated_from_chart_image,1159.73,4.3974
2010/05/11,,,1155.79,-0.3397
2010/05/12,,,1171.67,1.374
2010/05/13,,,1157.44,-1.2145
2010/05/14,,,1135.68,-1.88
2010/05/17,20,estimated_from_chart_image,1136.94,0.1109
2010/05/18,,,1120.8,-1.4196
2010/05/19,,,1115.05,-0.513
2010/05/20,,,1071.59,-3.8976
2010/05/21,,,1087.69,1.5024
2010/05/24,22,estimated_from_chart_image,1073.65,-1.2908
2010/05/25,,,1074.03,0.0354
2010/05/26,,,1067.95,-0.5661
2010/05/27,,,1103.06,3.2876
2010/05/28,,,1089.41,-1.2375
2010/05/31,18,estimated_from_chart_image,,
2010/06/01,,,1070.71,-1.7165
2010/06/02,,,1098.38,2.5843
2010/06/03,,,1102.83,0.4051
2010/06/04,,,1064.88,-3.4411
2010/06/07,15,estimated_from_chart_image,1050.47,-1.3532
2010/06/08,,,1062,1.0976
2010/06/09,,,1055.69,-0.5942
2010/06/10,,,1086.84,2.9507
2010/06/11,,,1091.6,0.438
2010/06/14,18,estimated_from_chart_image,1089.63,-0.1805
2010/06/15,,,1115.23,2.3494
2010/06/16,,,1114.61,-0.0556
2010/06/17,,,1116.04,0.1283
2010/06/18,,,1117.51,0.1317
2010/06/21,22,estimated_from_chart_image,1113.2,-0.3857
2010/06/22,,,1095.31,-1.6071
2010/06/23,,,1092.04,-0.2985
2010/06/24,,,1073.69,-1.6804
2010/06/25,,,1076.76,0.2859
2010/06/28,20,estimated_from_chart_image,1074.57,-0.2034
2010/06/29,,,1041.24,-3.1017
2010/06/30,,,1030.71,-1.0113
2010/07/01,,,1027.37,-0.324
2010/07/02,,,1022.58,-0.4662
2010/07/06,25,estimated_from_chart_image,1028.06,0.5359
2010/07/07,,,1060.27,3.1331
2010/07/08,,,1070.25,0.9413
2010/07/09,,,1077.96,0.7204
2010/07/12,30,estimated_from_chart_image,1078.75,0.0733
2010/07/13,,,1095.34,1.5379
2010/07/14,,,1095.17,-0.0155
2010/07/15,,,1096.48,0.1196
2010/07/16,,,1064.88,-2.8819
2010/07/19,35,estimated_from_chart_image,1071.25,0.5982
2010/07/20,,,1083.48,1.1417
2010/07/21,,,1069.59,-1.282
2010/07/22,,,1093.67,2.2513
2010/07/23,,,1102.66,0.822
2010/07/26,40,estimated_from_chart_image,1115.01,1.12
2010/07/27,,,1113.84,-0.1049
2010/07/28,,,1106.13,-0.6922
2010/07/29,,,1101.53,-0.4159
2010/07/30,,,1101.6,0.0063
2010/08/02,42,estimated_from_chart_image,1125.86,2.2023
2010/08/03,,,1120.46,-0.4796
2010/08/04,,,1127.24,0.6051
2010/08/05,,,1125.81,-0.1269
2010/08/06,,,1121.64,-0.3704
2010/08/09,38,estimated_from_chart_image,1127.79,0.5483
2010/08/10,,,1121.06,-0.5967
2010/08/11,,,1089.47,-2.8179
2010/08/12,,,1083.61,-0.5379
2010/08/13,,,1079.25,-0.4024
2010/08/16,35,estimated_from_chart_image,1079.38,0.012
2010/08/17,,,1092.54,1.2192
2010/08/18,,,1094.16,0.1483
2010/08/19,,,1075.63,-1.6935
2010/08/20,,,1071.69,-0.3663
2010/08/23,30,estimated_from_chart_image,1067.36,-0.404
2010/08/24,,,1051.87,-1.4512
2010/08/25,,,1055.33,0.3289
2010/08/26,,,1047.22,-0.7685
2010/08/27,,,1064.59,1.6587
2010/08/30,28,estimated_from_chart_image,1048.92,-1.4719
2010/08/31,,,1049.33,0.0391
2010/09/01,,,1080.29,2.9505
2010/09/02,,,1090.1,0.9081
2010/09/03,,,1104.51,1.3219
2010/09/07,35,estimated_from_chart_image,1091.84,-1.1471
2010/09/08,,,1098.87,0.6439
2010/09/09,,,1104.18,0.4832
2010/09/10,,,1109.55,0.4863
2010/09/13,42,estimated_from_chart_image,1121.9,1.1131
2010/09/14,,,1121.1,-0.0713
2010/09/15,,,1125.07,0.3541
2010/09/16,,,1124.66,-0.0364
2010/09/17,,,1125.59,0.0827
2010/09/20,50,estimated_from_chart_image,1142.71,1.521
2010/09/21,,,1139.78,-0.2564
2010/09/22,,,1134.28,-0.4825
2010/09/23,,,1124.83,-0.8331
2010/09/24,,,1148.67,2.1194
2010/09/27,55,estimated_from_chart_image,1142.16,-0.5667
2010/09/28,,,1147.7,0.485
2010/09/29,,,1144.73,-0.2588
2010/09/30,,,1141.2,-0.3084
2010/10/01,,,1146.24,0.4416
2010/10/04,58,estimated_from_chart_image,1137.03,-0.8035
2010/10/05,,,1160.75,2.0861
2010/10/06,,,1159.97,-0.0672
2010/10/07,,,1158.06,-0.1647
2010/10/08,,,1165.15,0.6122
2010/10/11,62,estimated_from_chart_image,1165.32,0.0146
2010/10/12,,,1169.77,0.3819
2010/10/13,,,1178.1,0.7121
2010/10/14,,,1173.81,-0.3641
2010/10/15,,,1176.19,0.2027
2010/10/18,65,estimated_from_chart_image,1184.71,0.7244
2010/10/19,,,1165.9,-1.5877
2010/10/20,,,1178.17,1.0524
2010/10/21,,,1180.26,0.1774
2010/10/22,,,1183.08,0.2389
2010/10/25,68,estimated_from_chart_image,1185.62,0.2147
2010/10/26,,,1185.64,0.0017
2010/10/27,,,1182.45,-0.2691
2010/10/28,,,1183.78,0.1125
2010/10/29,,,1183.26,-0.0439
2010/11/01,70,estimated_from_chart_image,1184.38,0.0947
2010/11/02,,,1193.57,0.7759
2010/11/03,,,1197.96,0.3678
2010/11/04,,,1221.06,1.9283
2010/11/05,,,1225.85,0.3923
2010/11/08,72,estimated_from_chart_image,1223.25,-0.2121
2010/11/09,,,1213.4,-0.8052
2010/11/10,,,1218.71,0.4376
2010/11/11,,,1213.54,-0.4242
2010/11/12,,,1199.21,-1.1808
2010/11/15,68,estimated_from_chart_image,1197.75,-0.1217
2010/11/16,,,1178.34,-1.6205
2010/11/17,,,1178.59,0.0212
2010/11/18,,,1196.69,1.5357
2010/11/19,,,1199.73,0.254
2010/11/22,65,estimated_from_chart_image,1197.84,-0.1575
2010/11/23,,,1180.73,-1.4284
2010/11/24,,,1198.35,1.4923
2010/11/26,,,1189.4,-0.7469
2010/11/29,60,estimated_from_chart_image,1187.76,-0.1379
2010/11/30,,,1180.55,-0.607
2010/12/01,,,1206.07,2.1617
2010/12/02,,,1221.53,1.2819
2010/12/03,,,1224.71,0.2603
2010/12/06,58,estimated_from_chart_image,1223.12,-0.1298
2010/12/07,,,1223.75,0.0515
2010/12/08,,,1228.28,0.3702
2010/12/09,,,1233,0.3843
2010/12/10,,,1240.4,0.6002
2010/12/13,55,estimated_from_chart_image,1240.46,0.0048
2010/12/14,,,1241.59,0.0911
2010/12/15,,,1235.23,-0.5122
2010/12/16,,,1242.87,0.6185
2010/12/17,,,1243.91,0.0837
2010/12/20,60,estimated_from_chart_image,1247.08,0.2548
2010/12/21,,,1254.6,0.603
2010/12/22,,,1258.84,0.338
2010/12/23,,,1256.77,-0.1644
2010/12/27,65,estimated_from_chart_image,1257.54,0.0613
2010/12/28,,,1258.51,0.0771
2010/12/29,,,1259.78,0.1009
2010/12/30,,,1257.88,-0.1508
2010/12/31,,,1257.64,-0.0191
2011/01/03,68,github_archive,1271.87,1.1315
2011/01/04,68,github_archive,1270.2,-0.1313
2011/01/05,67,github_archive,1276.56,0.5007
2011/01/06,64,github_archive,1273.85,-0.2123
2011/01/07,63,github_archive,1271.5,-0.1845
2011/01/10,58,github_archive,1269.75,-0.1376
2011/01/11,58,github_archive,1274.48,0.3725
2011/01/12,58,github_archive,1285.96,0.9008
2011/01/13,58,github_archive,1283.76,-0.1711
2011/01/14,60,github_archive,1293.24,0.7385
2011/01/18,56,github_archive,1295.02,0.1376
2011/01/19,55,github_archive,1281.92,-1.0116
2011/01/20,54,github_archive,1280.26,-0.1295
2011/01/21,47,github_archive,1283.35,0.2414
2011/01/24,45,github_archive,1290.84,0.5836
2011/01/25,43,github_archive,1291.18,0.0263
2011/01/26,43,github_archive,1296.63,0.4221
2011/01/27,43,github_archive,1299.54,0.2244
2011/01/28,43,github_archive,1276.34,-1.7853
2011/01/31,41,github_archive,1286.12,0.7663
2011/02/01,41,github_archive,1307.59,1.6694
2011/02/02,46,github_archive,1304.03,-0.2723
2011/02/03,47,github_archive,1307.1,0.2354
2011/02/04,49,github_archive,1310.87,0.2884
2011/02/07,56,github_archive,1319.05,0.624
2011/02/08,56,github_archive,1324.57,0.4185
2011/02/09,56,github_archive,1320.88,-0.2786
2011/02/10,56,github_archive,1321.87,0.0749
2011/02/11,56,github_archive,1329.15,0.5507
2011/02/14,61,github_archive,1332.32,0.2385
2011/02/15,61,github_archive,1328.01,-0.3235
2011/02/16,61,github_archive,1336.32,0.6257
2011/02/17,61,github_archive,1340.43,0.3076
2011/02/18,56,github_archive,1343.01,0.1925
2011/02/22,42,github_archive,1315.44,-2.0529
2011/02/23,42,github_archive,1307.4,-0.6112
2011/02/24,42,github_archive,1306.1,-0.0994
2011/02/25,42,github_archive,1319.88,1.0551
2011/02/28,43,github_archive,1327.22,0.5561
2011/03/01,43,github_archive,1306.33,-1.574
2011/03/02,42,github_archive,1308.44,0.1615
2011/03/03,41,github_archive,1330.97,1.7219
2011/03/04,39,github_archive,1321.15,-0.7378
2011/03/07,35,github_archive,1310.13,-0.8341
2011/03/08,27,github_archive,1321.82,0.8923
2011/03/09,26,github_archive,1320.02,-0.1362
2011/03/10,26,github_archive,1295.11,-1.8871
2011/03/11,26,github_archive,1304.28,0.7081
2011/03/14,13,github_archive,1296.39,-0.6049
2011/03/15,13,github_archive,1281.87,-1.12
2011/03/16,11,github_archive,1256.88,-1.9495
2011/03/17,9,github_archive,1273.72,1.3398
2011/03/18,9,github_archive,1279.21,0.431
2011/03/21,14,github_archive,1298.38,1.4986
2011/03/22,15,github_archive,1293.77,-0.3551
2011/03/23,16,github_archive,1297.54,0.2914
2011/03/24,16,github_archive,1309.66,0.9341
2011/03/25,19,github_archive,1313.8,0.3161
2011/03/28,23,github_archive,1310.19,-0.2748
2011/03/29,23,github_archive,1319.44,0.706
2011/03/30,24,github_archive,1328.26,0.6685
2011/03/31,24,github_archive,1325.83,-0.183
2011/04/01,27,github_archive,1332.41,0.4963
2011/04/04,31,github_archive,1332.87,0.0345
2011/04/05,35,github_archive,1332.63,-0.018
2011/04/06,37,github_archive,1335.54,0.2184
2011/04/07,37,github_archive,1333.51,-0.152
2011/04/08,37,github_archive,1328.17,-0.4004
2011/04/11,34,github_archive,1324.46,-0.2793
2011/04/12,33,github_archive,1314.16,-0.7777
2011/04/13,33,github_archive,1314.41,0.019
2011/04/14,30,github_archive,1314.52,0.0084
2011/04/15,28,github_archive,1319.68,0.3925
2011/04/18,24,github_archive,1305.14,-1.1018
2011/04/19,24,github_archive,1312.62,0.5731
2011/04/20,25,github_archive,1330.36,1.3515
2011/04/21,30,github_archive,1337.38,0.5277
2011/04/25,35,github_archive,1335.25,-0.1593
2011/04/26,36,github_archive,1347.24,0.898
2011/04/27,37,github_archive,1355.66,0.625
2011/04/28,37,github_archive,1360.48,0.3555
2011/04/29,41,github_archive,1363.61,0.2301
2011/05/02,36,github_archive,1361.22,-0.1753
2011/05/03,31,github_archive,1356.62,-0.3379
2011/05/04,30,github_archive,1347.32,-0.6855
2011/05/05,29,github_archive,1335.1,-0.907
2011/05/06,27,github_archive,1340.2,0.382
2011/05/09,28,github_archive,1346.29,0.4544
2011/05/10,31,github_archive,1357.16,0.8074
2011/05/11,31,github_archive,1342.08,-1.1111
2011/05/12,32,github_archive,1348.65,0.4895
2011/05/13,32,github_archive,1337.77,-0.8067
2011/05/16,27,github_archive,1329.47,-0.6204
2011/05/17,27,github_archive,1328.98,-0.0369
2011/05/18,25,github_archive,1340.68,0.8804
2011/05/19,23,github_archive,1343.6,0.2178
2011/05/20,22,github_archive,1333.27,-0.7688
2011/05/23,16,github_archive,1317.37,-1.1926
2011/05/24,13,github_archive,1316.28,-0.0827
2011/05/25,13,github_archive,1320.47,0.3183
2011/05/26,15,github_archive,1325.69,0.3953
2011/05/27,16,github_archive,1331.1,0.4081
2011/05/31,16,github_archive,1345.2,1.0593
2011/06/01,15,github_archive,1314.55,-2.2785
2011/06/02,12,github_archive,1312.94,-0.1225
2011/06/03,9,github_archive,1300.16,-0.9734
2011/06/06,6,github_archive,1286.17,-1.076
2011/06/07,6,github_archive,1284.94,-0.0956
2011/06/08,6,github_archive,1279.56,-0.4187
2011/06/09,6,github_archive,1289,0.7377
2011/06/10,5,github_archive,1270.98,-1.398
2011/06/13,6,github_archive,1271.83,0.0669
2011/06/14,5,github_archive,1287.87,1.2612
2011/06/15,5,github_archive,1265.42,-1.7432
2011/06/16,6,github_archive,1267.64,0.1754
2011/06/17,7,github_archive,1271.5,0.3045
2011/06/20,9,github_archive,1278.36,0.5395
2011/06/21,9,github_archive,1295.52,1.3423
2011/06/22,10,github_archive,1287.14,-0.6468
2011/06/23,10,github_archive,1283.5,-0.2828
2011/06/24,11,github_archive,1268.45,-1.1726
2011/06/27,25,github_archive,1280.1,0.9184
2011/06/28,29,github_archive,1296.67,1.2944
2011/06/29,30,github_archive,1307.41,0.8283
2011/06/30,32,github_archive,1320.64,1.0119
2011/07/01,34,github_archive,1339.67,1.441
2011/07/05,51,github_archive,1337.88,-0.1336
2011/07/06,52,github_archive,1339.22,0.1002
2011/07/07,48,github_archive,1353.22,1.0454
2011/07/08,43,github_archive,1343.8,-0.6961
2011/07/11,35,github_archive,1319.49,-1.8091
2011/07/12,31,github_archive,1313.64,-0.4434
2011/07/13,31,github_archive,1317.72,0.3106
2011/07/14,31,github_archive,1308.87,-0.6716
2011/07/15,32,github_archive,1316.14,0.5554
2011/07/18,44,github_archive,1305.44,-0.813
2011/07/19,44,github_archive,1326.73,1.6309
2011/07/20,47,github_archive,1325.84,-0.0671
2011/07/21,48,github_archive,1343.8,1.3546
2011/07/22,51,github_archive,1345.02,0.0908
2011/07/25,38,github_archive,1337.43,-0.5643
2011/07/26,35,github_archive,1331.94,-0.4105
2011/07/27,27,github_archive,1304.89,-2.0309
2011/07/28,27,github_archive,1300.67,-0.3234
2011/07/29,16,github_archive,1292.28,-0.6451
2011/08/01,10,github_archive,1286.94,-0.4132
2011/08/02,8,github_archive,1254.05,-2.5557
2011/08/03,2,github_archive,1260.34,0.5016
2011/08/04,5,github_archive,1200.07,-4.782
2011/08/05,5,github_archive,1199.38,-0.0575
2011/08/08,1,github_archive,1119.46,-6.6634
2011/08/09,2,github_archive,1172.53,4.7407
2011/08/10,2,github_archive,1120.76,-4.4152
2011/08/11,3,github_archive,1172.64,4.629
2011/08/12,6,github_archive,1178.81,0.5262
2011/08/15,7,github_archive,1204.49,2.1785
2011/08/16,11,github_archive,1192.76,-0.9739
2011/08/17,7,github_archive,1193.89,0.0947
2011/08/18,7,github_archive,1140.65,-4.4594
2011/08/19,6,github_archive,1123.53,-1.5009
2011/08/22,7,github_archive,1123.82,0.0258
2011/08/23,9,github_archive,1162.35,3.4285
2011/08/24,8,github_archive,1177.6,1.312
2011/08/25,11,github_archive,1159.27,-1.5566
2011/08/26,12,github_archive,1176.8,1.5122
2011/08/29,22,github_archive,1210.08,2.828
2011/08/30,22,github_archive,1212.92,0.2347
2011/08/31,28,github_archive,1218.89,0.4922
2011/09/01,26,github_archive,1204.42,-1.1871
2011/09/02,26,github_archive,1173.97,-2.5282
2011/09/06,27,github_archive,1165.24,-0.7436
2011/09/07,28,github_archive,1198.62,2.8646
2011/09/08,25,github_archive,1185.9,-1.0612
2011/09/09,25,github_archive,1154.23,-2.6705
2011/09/12,31,github_archive,1162.27,0.6966
2011/09/13,31,github_archive,1172.87,0.912
2011/09/14,31,github_archive,1188.68,1.348
2011/09/15,33,github_archive,1209.11,1.7187
2011/09/16,38,github_archive,1216.01,0.5707
2011/09/19,39,github_archive,1204.09,-0.9803
2011/09/20,32,github_archive,1202.09,-0.1661
2011/09/21,31,github_archive,1166.76,-2.939
2011/09/22,28,github_archive,1129.56,-3.1883
2011/09/23,28,github_archive,1136.43,0.6082
2011/09/26,26,github_archive,1162.95,2.3336
2011/09/27,25,github_archive,1175.38,1.0688
2011/09/28,27,github_archive,1151.06,-2.0691
2011/09/29,23,github_archive,1160.4,0.8114
2011/09/30,22,github_archive,1131.42,-2.4974
2011/10/03,20,github_archive,1099.23,-2.8451
2011/10/04,23,github_archive,1123.95,2.2488
2011/10/05,27,github_archive,1144.03,1.7866
2011/10/06,33,github_archive,1164.97,1.8304
2011/10/07,31,github_archive,1155.46,-0.8163
2011/10/10,41,github_archive,1194.89,3.4125
2011/10/11,41,github_archive,1195.54,0.0544
2011/10/12,42,github_archive,1207.25,0.9795
2011/10/13,42,github_archive,1203.66,-0.2974
2011/10/14,41,github_archive,1224.58,1.738
2011/10/17,48,github_archive,1200.86,-1.937
2011/10/18,48,github_archive,1225.38,2.0419
2011/10/19,48,github_archive,1209.88,-1.2649
2011/10/20,54,github_archive,1215.39,0.4554
2011/10/21,66,github_archive,1238.25,1.8809
2011/10/24,62,github_archive,1254.19,1.2873
2011/10/25,62,github_archive,1229.05,-2.0045
2011/10/26,71,github_archive,1242,1.0537
2011/10/27,67,github_archive,1284.59,3.4291
2011/10/28,66,github_archive,1285.09,0.0389
2011/10/31,62,github_archive,1253.3,-2.4738
2011/11/01,62,github_archive,1218.28,-2.7942
2011/11/02,62,github_archive,1237.9,1.6105
2011/11/03,63,github_archive,1261.15,1.8782
2011/11/04,60,github_archive,1253.23,-0.628
2011/11/07,65,github_archive,1261.12,0.6296
2011/11/08,65,github_archive,1275.92,1.1736
2011/11/09,59,github_archive,1229.1,-3.6695
2011/11/10,60,github_archive,1239.7,0.8624
2011/11/11,60,github_archive,1263.85,1.9481
2011/11/14,54,github_archive,1251.78,-0.955
2011/11/15,54,github_archive,1257.81,0.4817
2011/11/16,55,github_archive,1236.91,-1.6616
2011/11/17,52,github_archive,1216.13,-1.68
2011/11/18,46,github_archive,1215.65,-0.0395
2011/11/21,43,github_archive,1192.98,-1.8648
2011/11/22,41,github_archive,1188.04,-0.4141
2011/11/23,39,github_archive,1161.79,-2.2095
2011/11/25,51,github_archive,1158.67,-0.2686
2011/11/28,57,github_archive,1192.55,2.924
2011/11/29,62,github_archive,1195.19,0.2214
2011/11/30,67,github_archive,1246.96,4.3315
2011/12/01,61,github_archive,1244.58,-0.1909
2011/12/02,67,github_archive,1244.28,-0.0241
2011/12/05,66,github_archive,1257.08,1.0287
2011/12/06,66,github_archive,1258.47,0.1106
2011/12/07,66,github_archive,1261.01,0.2018
2011/12/08,66,github_archive,1234.35,-2.1142
2011/12/09,65,github_archive,1255.19,1.6883
2011/12/12,62,github_archive,1236.47,-1.4914
2011/12/13,56,github_archive,1225.73,-0.8686
2011/12/14,61,github_archive,1211.82,-1.1348
2011/12/15,61,github_archive,1215.75,0.3243
2011/12/16,60,github_archive,1219.66,0.3216
2011/12/19,74,github_archive,1205.35,-1.1733
2011/12/20,74,github_archive,1241.3,2.9825
2011/12/21,74,github_archive,1243.72,0.195
2011/12/22,78,github_archive,1254,0.8266
2011/12/23,77,github_archive,1265.33,0.9035
2011/12/27,75,github_archive,1265.43,0.0079
2011/12/28,75,github_archive,1249.64,-1.2478
2011/12/29,75,github_archive,1263.02,1.0707
2011/12/30,75,github_archive,1257.6,-0.4291
2012/01/03,77,github_archive,1277.06,1.5474
2012/01/04,77,github_archive,1277.3,0.0188
2012/01/05,78,github_archive,1281.06,0.2944
2012/01/06,78,github_archive,1277.81,-0.2537
2012/01/09,81,github_archive,1280.7,0.2262
2012/01/10,82,github_archive,1292.08,0.8886
2012/01/11,83,github_archive,1292.48,0.031
2012/01/12,83,github_archive,1295.5,0.2337
2012/01/13,83,github_archive,1289.09,-0.4948
2012/01/17,88,github_archive,1293.67,0.3553
2012/01/18,90,github_archive,1308.04,1.1108
2012/01/19,89,github_archive,1314.5,0.4939
2012/01/20,88,github_archive,1315.38,0.0669
2012/01/23,87,github_archive,1316,0.0471
2012/01/24,87,github_archive,1314.65,-0.1026
2012/01/25,84,github_archive,1326.06,0.8679
2012/01/26,82,github_archive,1318.43,-0.5754
2012/01/27,82,github_archive,1316.33,-0.1593
2012/01/30,82,github_archive,1313.01,-0.2522
2012/01/31,85,github_archive,1312.41,-0.0457
2012/02/01,87,github_archive,1324.09,0.89
2012/02/02,88,github_archive,1325.54,0.1095
2012/02/03,88,github_archive,1344.9,1.4605
2012/02/06,88,github_archive,1344.33,-0.0424
2012/02/07,86,github_archive,1347.05,0.2023
2012/02/08,86,github_archive,1349.96,0.216
2012/02/09,85,github_archive,1351.95,0.1474
2012/02/10,83,github_archive,1342.64,-0.6886
2012/02/13,83,github_archive,1351.77,0.68
2012/02/14,81,github_archive,1350.5,-0.094
2012/02/15,82,github_archive,1343.23,-0.5383
2012/02/16,81,github_archive,1358.04,1.1026
2012/02/17,80,github_archive,1361.23,0.2349
2012/02/21,79,github_archive,1362.21,0.072
2012/02/22,78,github_archive,1357.66,-0.334
2012/02/23,79,github_archive,1363.46,0.4272
2012/02/24,79,github_archive,1365.74,0.1672
2012/02/27,75,github_archive,1367.59,0.1355
2012/02/28,75,github_archive,1372.18,0.3356
2012/02/29,72,github_archive,1365.68,-0.4737
2012/03/01,70,github_archive,1374.09,0.6158
2012/03/02,68,github_archive,1369.63,-0.3246
2012/03/05,66,github_archive,1364.33,-0.387
2012/03/06,63,github_archive,1343.36,-1.537
2012/03/07,62,github_archive,1352.63,0.6901
2012/03/08,63,github_archive,1365.91,0.9818
2012/03/09,70,github_archive,1370.87,0.3631
2012/03/12,74,github_archive,1371.09,0.016
2012/03/13,79,github_archive,1395.95,1.8132
2012/03/14,79,github_archive,1394.28,-0.1196
2012/03/15,79,github_archive,1402.6,0.5967
2012/03/16,77,github_archive,1404.17,0.1119
2012/03/19,73,github_archive,1409.75,0.3974
2012/03/20,73,github_archive,1405.52,-0.3001
2012/03/21,71,github_archive,1402.89,-0.1871
2012/03/22,66,github_archive,1392.78,-0.7207
2012/03/23,71,github_archive,1397.11,0.3109
2012/03/26,66,github_archive,1416.51,1.3886
2012/03/27,66,github_archive,1412.52,-0.2817
2012/03/28,62,github_archive,1405.54,-0.4942
2012/03/29,62,github_archive,1403.28,-0.1608
2012/03/30,63,github_archive,1408.47,0.3698
2012/04/02,63,github_archive,1419.04,0.7505
2012/04/03,61,github_archive,1413.38,-0.3989
2012/04/04,63,github_archive,1398.96,-1.0203
2012/04/05,55,github_archive,1398.08,-0.0629
2012/04/09,46,github_archive,1382.2,-1.1358
2012/04/10,39,github_archive,1358.59,-1.7081
2012/04/11,39,github_archive,1368.71,0.7449
2012/04/12,38,github_archive,1387.57,1.3779
2012/04/13,38,github_archive,1370.26,-1.2475
2012/04/16,37,github_archive,1369.57,-0.0504
2012/04/17,37,github_archive,1390.78,1.5487
2012/04/18,36,github_archive,1385.14,-0.4055
2012/04/19,35,github_archive,1376.92,-0.5934
2012/04/20,35,github_archive,1378.53,0.1169
2012/04/23,34,github_archive,1366.94,-0.8408
2012/04/24,34,github_archive,1371.97,0.368
2012/04/25,38,github_archive,1390.69,1.3645
2012/04/26,40,github_archive,1399.98,0.668
2012/04/27,41,github_archive,1403.36,0.2414
2012/04/30,43,github_archive,1397.91,-0.3884
2012/05/01,42,github_archive,1405.82,0.5658
2012/05/02,42,github_archive,1402.31,-0.2497
2012/05/03,41,github_archive,1391.57,-0.7659
2012/05/04,41,github_archive,1369.1,-1.6147
2012/05/07,38,github_archive,1369.58,0.0351
2012/05/08,32,github_archive,1363.72,-0.4279
2012/05/09,32,github_archive,1354.58,-0.6702
2012/05/10,32,github_archive,1357.99,0.2517
2012/05/11,25,github_archive,1353.39,-0.3387
2012/05/14,23,github_archive,1338.35,-1.1113
2012/05/15,20,github_archive,1330.66,-0.5746
2012/05/16,14,github_archive,1324.8,-0.4404
2012/05/17,12,github_archive,1304.86,-1.5051
2012/05/18,12,github_archive,1295.22,-0.7388
2012/05/21,16,github_archive,1315.99,1.6036
2012/05/22,15,github_archive,1316.63,0.0486
2012/05/23,15,github_archive,1318.86,0.1694
2012/05/24,14,github_archive,1320.68,0.138
2012/05/25,13,github_archive,1317.82,-0.2166
2012/05/29,14,github_archive,1332.42,1.1079
2012/05/30,12,github_archive,1313.32,-1.4335
2012/05/31,10,github_archive,1310.33,-0.2277
2012/06/01,10,github_archive,1278.04,-2.4643
2012/06/04,14,github_archive,1278.18,0.011
2012/06/05,14,github_archive,1285.5,0.5727
2012/06/06,15,github_archive,1315.13,2.3049
2012/06/07,16,github_archive,1314.99,-0.0106
2012/06/08,19,github_archive,1325.66,0.8114
2012/06/11,20,github_archive,1308.93,-1.262
2012/06/12,22,github_archive,1324.18,1.1651
2012/06/13,19,github_archive,1314.88,-0.7023
2012/06/14,27,github_archive,1329.1,1.0815
2012/06/15,35,github_archive,1342.84,1.0338
2012/06/18,36,github_archive,1344.78,0.1445
2012/06/19,36,github_archive,1357.98,0.9816
2012/06/20,36,github_archive,1355.69,-0.1686
